PID,Product,Category,Cost_per_box,GeoID,Geo,Boxes,TotalCost,Reveneu,Profit,SaleDate,Customers,SPID,Salesperson,Team
P15,Baker's Choco Chips,Bars,3.4,G5,Australia,123,418.2,3297,2878.8,2/5/2021 0:00,69,SP05,Gigi Bohling,Delish
P20,Smooth Sliky Salty,Bars,2.97,G3,Canada,7,20.79,105,84.21,10/4/2021 0:00,286,SP18,Madelene Upcott,Jucies
P11,After Nines,Bites,4.43,G6,UK,55,243.65,1085,841.35,2/15/2021 0:00,39,SP02,Dennison Crosswaite,Yummies
P08,99% Dark & Pure,Bars,2.47,G5,Australia,553,1365.91,6076,4710.09,10/28/2021 0:00,276,SP12,Karlen McCaffrey,Yummies
P07,Drinking Coco,Other,1.62,G6,UK,357,578.34,7847,7268.66,9/1/2021 0:00,101,SP25,Camilla Castle,Delish
P19,70% Dark Bites,Bites,4.97,G4,New Zealand,533,2649.01,11718,9068.99,8/9/2021 0:00,279,SP19,Beverie Moffet,Jucies
P02,50% Dark Bites,Bites,2.57,G6,UK,360,925.2,9709,8783.8,8/13/2021 0:00,42,SP02,Dennison Crosswaite,Yummies
P04,Raspberry Choco,Bars,4.09,G5,Australia,2,8.18,21,12.82,5/11/2021 0:00,238,SP04,Wilone O'Kielt,Delish
P06,Eclairs,Bites,2.24,G3,Canada,282,631.68,3941,3309.32,4/16/2021 0:00,192,SP05,Gigi Bohling,Delish
P14,White Choc,Other,0.16,G3,Canada,966,154.56,7728,7573.44,8/27/2021 0:00,94,SP12,Karlen McCaffrey,Yummies
P01,Milk Bars,Bars,1.52,G5,Australia,188,285.76,2065,1779.24,11/10/2021 0:00,144,SP07,Kaine Padly,Delish
P16,Organic Choco Syrup,Other,1.47,G3,Canada,1342,1972.74,10731,8758.26,4/26/2021 0:00,122,SP20,Oby Sorrel,Jucies
P03,Almond Choco,Bars,9.6,G1,India,438,4204.8,4809,604.2,7/15/2021 0:00,171,SP14,Dotty Strutley,Delish
P15,Baker's Choco Chips,Bars,3.4,G6,UK,224,761.6,5355,4593.4,2/18/2021 0:00,163,SP11,Husein Augar,Yummies
P09,Orange Choco,Bars,7.14,G2,USA,391,2791.74,3906,1114.26,7/8/2021 0:00,446,SP16,Marney O'Breen,Jucies
P04,Raspberry Choco,Bars,4.09,G3,Canada,354,1447.86,5649,4201.14,5/27/2021 0:00,234,SP08,Ches Bonnell,unkown
P10,Spicy Special Slims,Bites,5.79,G3,Canada,611,3537.69,10983,7445.31,9/2/2021 0:00,379,SP24,Roddy Speechley,Delish
P22,Peanut Butter Cubes,Bites,3.57,G1,India,85,303.45,2037,1733.55,11/18/2021 0:00,157,SP15,Kelci Walkden,Yummies
P16,Organic Choco Syrup,Other,1.47,G1,India,2052,3016.44,14364,11347.56,11/25/2021 0:00,99,SP12,Karlen McCaffrey,Yummies
P03,Almond Choco,Bars,9.6,G6,UK,567,5443.2,7931,2487.8,9/23/2021 0:00,74,SP25,Camilla Castle,Delish
P19,70% Dark Bites,Bites,4.97,G5,Australia,7,34.79,147,112.21,11/18/2021 0:00,88,SP05,Gigi Bohling,Delish
P08,99% Dark & Pure,Bars,2.47,G3,Canada,602,1486.94,6615,5128.06,1/20/2021 0:00,200,SP25,Camilla Castle,Delish
P07,Drinking Coco,Other,1.62,G5,Australia,617,999.54,14791,13791.46,9/20/2021 0:00,120,SP13,Jan Morforth,Delish
P17,Caramel Stuffed Bars,Bars,0.54,G1,India,35,18.9,343,324.1,2/3/2021 0:00,515,SP03,Gunar Cockshoot,Yummies
P16,Organic Choco Syrup,Other,1.47,G6,UK,236,346.92,1414,1067.08,1/26/2021 0:00,39,SP24,Roddy Speechley,Delish
P09,Orange Choco,Bars,7.14,G4,New Zealand,130,928.2,1295,366.8,12/2/2021 0:00,49,SP23,Van Tuxwell,Yummies
P18,Manuka Honey Choco,Other,4.75,G1,India,1216,5776,10941,5165,10/13/2021 0:00,396,SP20,Oby Sorrel,Jucies
P15,Baker's Choco Chips,Bars,3.4,G5,Australia,238,809.2,6405,5595.8,4/23/2021 0:00,342,SP10,Brien Boise,Jucies
P09,Orange Choco,Bars,7.14,G1,India,787,5619.18,7861,2241.82,3/4/2021 0:00,89,SP01,Barr Faughny,Yummies
P06,Eclairs,Bites,2.24,G6,UK,472,1057.28,8015,6957.72,4/22/2021 0:00,122,SP18,Madelene Upcott,Jucies
P22,Peanut Butter Cubes,Bites,3.57,G6,UK,516,1842.12,11333,9490.88,12/7/2021 0:00,13,SP06,Curtice Advani,Delish
P09,Orange Choco,Bars,7.14,G2,USA,1299,9274.86,10388,1113.14,4/7/2021 0:00,196,SP02,Dennison Crosswaite,Yummies
P18,Manuka Honey Choco,Other,4.75,G4,New Zealand,91,432.25,721,288.75,8/27/2021 0:00,138,SP06,Curtice Advani,Delish
P10,Spicy Special Slims,Bites,5.79,G6,UK,445,2576.55,8008,5431.45,8/11/2021 0:00,85,SP13,Jan Morforth,Delish
P03,Almond Choco,Bars,9.6,G2,USA,874,8390.4,10486,2095.6,3/11/2021 0:00,4,SP17,Rafaelita Blaksland,unkown
P07,Drinking Coco,Other,1.62,G3,Canada,73,118.26,1603,1484.74,9/22/2021 0:00,27,SP14,Dotty Strutley,Delish
P19,70% Dark Bites,Bites,4.97,G5,Australia,258,1282.26,5670,4387.74,6/15/2021 0:00,354,SP24,Roddy Speechley,Delish
P13,85% Dark Bars,Bars,0.64,G2,USA,26,16.64,476,459.36,2/3/2021 0:00,24,SP06,Curtice Advani,Delish
P19,70% Dark Bites,Bites,4.97,G6,UK,138,685.86,3290,2604.14,3/26/2021 0:00,337,SP24,Roddy Speechley,Delish
P12,Fruit & Nut Bars,Bars,1.58,G3,Canada,194,306.52,4837,4530.48,4/8/2021 0:00,394,SP07,Kaine Padly,Delish
P18,Manuka Honey Choco,Other,4.75,G1,India,927,4403.25,9268,4864.75,7/6/2021 0:00,68,SP24,Roddy Speechley,Delish
P14,White Choc,Other,0.16,G5,Australia,865,138.4,7777,7638.6,10/19/2021 0:00,236,SP03,Gunar Cockshoot,Yummies
P11,After Nines,Bites,4.43,G4,New Zealand,69,305.67,1372,1066.33,3/5/2021 0:00,168,SP19,Beverie Moffet,Jucies
P03,Almond Choco,Bars,9.6,G4,New Zealand,585,5616,8190,2574,8/2/2021 0:00,106,SP05,Gigi Bohling,Delish
P22,Peanut Butter Cubes,Bites,3.57,G6,UK,14,49.98,287,237.02,8/31/2021 0:00,54,SP17,Rafaelita Blaksland,unkown
P13,85% Dark Bars,Bars,0.64,G1,India,80,51.2,1666,1614.8,12/17/2021 0:00,151,SP09,Andria Kimpton,Jucies
P07,Drinking Coco,Other,1.62,G5,Australia,242,392.04,6041,5648.96,12/2/2021 0:00,27,SP25,Camilla Castle,Delish
P01,Milk Bars,Bars,1.52,G3,Canada,993,1509.36,10920,9410.64,11/19/2021 0:00,99,SP23,Van Tuxwell,Yummies
P13,85% Dark Bars,Bars,0.64,G6,UK,396,253.44,8316,8062.56,7/7/2021 0:00,144,SP11,Husein Augar,Yummies
P11,After Nines,Bites,4.43,G3,Canada,227,1005.61,4977,3971.39,7/5/2021 0:00,369,SP10,Brien Boise,Jucies
P22,Peanut Butter Cubes,Bites,3.57,G5,Australia,5,17.85,91,73.15,11/26/2021 0:00,243,SP24,Roddy Speechley,Delish
P22,Peanut Butter Cubes,Bites,3.57,G5,Australia,524,1870.68,13090,11219.32,8/27/2021 0:00,54,SP04,Wilone O'Kielt,Delish
P22,Peanut Butter Cubes,Bites,3.57,G1,India,268,956.76,6412,5455.24,5/7/2021 0:00,207,SP20,Oby Sorrel,Jucies
P11,After Nines,Bites,4.43,G4,New Zealand,281,1244.83,6181,4936.17,7/9/2021 0:00,32,SP04,Wilone O'Kielt,Delish
P18,Manuka Honey Choco,Other,4.75,G5,Australia,1722,8179.5,17220,9040.5,1/29/2021 0:00,92,SP04,Wilone O'Kielt,Delish
P01,Milk Bars,Bars,1.52,G5,Australia,123,186.96,1106,919.04,11/10/2021 0:00,133,SP09,Andria Kimpton,Jucies
P13,85% Dark Bars,Bars,0.64,G5,Australia,508,325.12,10661,10335.88,2/3/2021 0:00,52,SP08,Ches Bonnell,unkown
P19,70% Dark Bites,Bites,4.97,G1,India,192,954.24,4018,3063.76,8/13/2021 0:00,33,SP05,Gigi Bohling,Delish
P02,50% Dark Bites,Bites,2.57,G5,Australia,21,53.97,532,478.03,5/10/2021 0:00,218,SP11,Husein Augar,Yummies
P11,After Nines,Bites,4.43,G2,USA,405,1794.15,8897,7102.85,4/14/2021 0:00,209,SP06,Curtice Advani,Delish
P07,Drinking Coco,Other,1.62,G4,New Zealand,46,74.52,1127,1052.48,6/30/2021 0:00,424,SP16,Marney O'Breen,Jucies
P02,50% Dark Bites,Bites,2.57,G6,UK,266,683.62,6377,5693.38,11/29/2021 0:00,466,SP17,Rafaelita Blaksland,unkown
P03,Almond Choco,Bars,9.6,G1,India,272,2611.2,3535,923.8,11/8/2021 0:00,131,SP03,Gunar Cockshoot,Yummies
P14,White Choc,Other,0.16,G5,Australia,217,34.72,1729,1694.28,5/25/2021 0:00,185,SP19,Beverie Moffet,Jucies
P04,Raspberry Choco,Bars,4.09,G6,UK,282,1153.38,4781,3627.62,5/6/2021 0:00,222,SP04,Wilone O'Kielt,Delish
P13,85% Dark Bars,Bars,0.64,G2,USA,30,19.2,567,547.8,6/7/2021 0:00,119,SP20,Oby Sorrel,Jucies
P12,Fruit & Nut Bars,Bars,1.58,G4,New Zealand,78,123.24,1708,1584.76,3/31/2021 0:00,97,SP09,Andria Kimpton,Jucies
P01,Milk Bars,Bars,1.52,G6,UK,535,813.2,5341,4527.8,11/26/2021 0:00,13,SP25,Camilla Castle,Delish
P14,White Choc,Other,0.16,G4,New Zealand,322,51.52,2898,2846.48,7/13/2021 0:00,220,SP03,Gunar Cockshoot,Yummies
P22,Peanut Butter Cubes,Bites,3.57,G6,UK,159,567.63,3808,3240.37,4/7/2021 0:00,56,SP08,Ches Bonnell,unkown
P21,Choco Coated Almonds,Bites,6.17,G6,UK,975,6015.75,12663,6647.25,11/25/2021 0:00,237,SP14,Dotty Strutley,Delish
P18,Manuka Honey Choco,Other,4.75,G6,UK,1333,6331.75,9331,2999.25,7/13/2021 0:00,77,SP25,Camilla Castle,Delish
P10,Spicy Special Slims,Bites,5.79,G6,UK,68,393.72,1155,761.28,12/8/2021 0:00,90,SP17,Rafaelita Blaksland,unkown
P10,Spicy Special Slims,Bites,5.79,G2,USA,10,57.9,189,131.1,6/8/2021 0:00,175,SP06,Curtice Advani,Delish
P06,Eclairs,Bites,2.24,G5,Australia,307,687.68,4592,3904.32,6/4/2021 0:00,472,SP18,Madelene Upcott,Jucies
P12,Fruit & Nut Bars,Bars,1.58,G6,UK,703,1110.74,16856,15745.26,5/11/2021 0:00,60,SP25,Camilla Castle,Delish
P01,Milk Bars,Bars,1.52,G6,UK,637,968.24,7644,6675.76,11/26/2021 0:00,278,SP24,Roddy Speechley,Delish
P03,Almond Choco,Bars,9.6,G5,Australia,466,4473.6,6524,2050.4,3/15/2021 0:00,3,SP09,Andria Kimpton,Jucies
P09,Orange Choco,Bars,7.14,G3,Canada,430,3070.2,4298,1227.8,9/30/2021 0:00,369,SP13,Jan Morforth,Delish
P15,Baker's Choco Chips,Bars,3.4,G1,India,427,1451.8,11088,9636.2,5/27/2021 0:00,195,SP15,Kelci Walkden,Yummies
P20,Smooth Sliky Salty,Bars,2.97,G2,USA,609,1808.73,9121,7312.27,5/3/2021 0:00,335,SP10,Brien Boise,Jucies
P06,Eclairs,Bites,2.24,G1,India,425,952,7217,6265,2/26/2021 0:00,32,SP01,Barr Faughny,Yummies
P07,Drinking Coco,Other,1.62,G5,Australia,318,515.16,7945,7429.84,3/4/2021 0:00,178,SP11,Husein Augar,Yummies
P20,Smooth Sliky Salty,Bars,2.97,G5,Australia,431,1280.07,7322,6041.93,11/25/2021 0:00,83,SP19,Beverie Moffet,Jucies
P20,Smooth Sliky Salty,Bars,2.97,G4,New Zealand,482,1431.54,8183,6751.46,3/16/2021 0:00,99,SP09,Andria Kimpton,Jucies
P15,Baker's Choco Chips,Bars,3.4,G3,Canada,501,1703.4,12516,10812.6,2/3/2021 0:00,14,SP02,Dennison Crosswaite,Yummies
P02,50% Dark Bites,Bites,2.57,G5,Australia,434,1115.38,11284,10168.62,12/7/2021 0:00,39,SP06,Curtice Advani,Delish
P03,Almond Choco,Bars,9.6,G3,Canada,2,19.2,21,1.8,2/19/2021 0:00,118,SP17,Rafaelita Blaksland,unkown
P20,Smooth Sliky Salty,Bars,2.97,G3,Canada,252,748.44,4522,3773.56,5/18/2021 0:00,256,SP16,Marney O'Breen,Jucies
P11,After Nines,Bites,4.43,G3,Canada,14,62.02,294,231.98,3/26/2021 0:00,136,SP06,Curtice Advani,Delish
P11,After Nines,Bites,4.43,G4,New Zealand,723,3202.89,15904,12701.11,9/1/2021 0:00,105,SP05,Gigi Bohling,Delish
P22,Peanut Butter Cubes,Bites,3.57,G2,USA,198,706.86,4746,4039.14,9/14/2021 0:00,260,SP18,Madelene Upcott,Jucies
P19,70% Dark Bites,Bites,4.97,G1,India,603,2996.91,14469,11472.09,2/18/2021 0:00,34,SP14,Dotty Strutley,Delish
P02,50% Dark Bites,Bites,2.57,G6,UK,50,128.5,1344,1215.5,4/12/2021 0:00,272,SP10,Brien Boise,Jucies
P05,Mint Chip Choco,Bars,1.54,G5,Australia,249,383.46,4480,4096.54,9/20/2021 0:00,106,SP15,Kelci Walkden,Yummies
P12,Fruit & Nut Bars,Bars,1.58,G6,UK,6,9.48,133,123.52,3/22/2021 0:00,146,SP21,Mallorie Waber,unkown
P18,Manuka Honey Choco,Other,4.75,G6,UK,777,3690.75,6216,2525.25,12/15/2021 0:00,11,SP16,Marney O'Breen,Jucies
P05,Mint Chip Choco,Bars,1.54,G4,New Zealand,119,183.26,1890,1706.74,2/1/2021 0:00,361,SP03,Gunar Cockshoot,Yummies
P01,Milk Bars,Bars,1.52,G3,Canada,105,159.6,1148,988.4,8/5/2021 0:00,413,SP20,Oby Sorrel,Jucies
P11,After Nines,Bites,4.43,G1,India,326,1444.18,6832,5387.82,5/19/2021 0:00,223,SP23,Van Tuxwell,Yummies
P08,99% Dark & Pure,Bars,2.47,G2,USA,401,990.47,4403,3412.53,3/30/2021 0:00,5,SP13,Jan Morforth,Delish
P21,Choco Coated Almonds,Bites,6.17,G2,USA,648,3998.16,9072,5073.84,10/19/2021 0:00,42,SP02,Dennison Crosswaite,Yummies
P06,Eclairs,Bites,2.24,G6,UK,687,1538.88,10304,8765.12,3/9/2021 0:00,14,SP17,Rafaelita Blaksland,unkown
P07,Drinking Coco,Other,1.62,G5,Australia,503,814.86,11564,10749.14,4/19/2021 0:00,150,SP04,Wilone O'Kielt,Delish
P20,Smooth Sliky Salty,Bars,2.97,G3,Canada,39,115.83,693,577.17,7/1/2021 0:00,56,SP22,Jehu Rudeforth,unkown
P12,Fruit & Nut Bars,Bars,1.58,G2,USA,179,282.82,4291,4008.18,3/8/2021 0:00,156,SP23,Van Tuxwell,Yummies
P19,70% Dark Bites,Bites,4.97,G1,India,82,407.54,1876,1468.46,4/20/2021 0:00,49,SP03,Gunar Cockshoot,Yummies
P06,Eclairs,Bites,2.24,G4,New Zealand,84,188.16,1337,1148.84,5/7/2021 0:00,323,SP25,Camilla Castle,Delish
P04,Raspberry Choco,Bars,4.09,G2,USA,334,1366.06,5999,4632.94,5/7/2021 0:00,123,SP18,Madelene Upcott,Jucies
P08,99% Dark & Pure,Bars,2.47,G2,USA,911,2250.17,11837,9586.83,1/11/2021 0:00,45,SP18,Madelene Upcott,Jucies
P15,Baker's Choco Chips,Bars,3.4,G5,Australia,155,527,3871,3344,12/8/2021 0:00,29,SP18,Madelene Upcott,Jucies
P07,Drinking Coco,Other,1.62,G5,Australia,505,818.1,12621,11802.9,4/1/2021 0:00,23,SP24,Roddy Speechley,Delish
P17,Caramel Stuffed Bars,Bars,0.54,G2,USA,1705,920.7,20454,19533.3,11/4/2021 0:00,20,SP17,Rafaelita Blaksland,unkown
P17,Caramel Stuffed Bars,Bars,0.54,G1,India,370,199.8,3696,3496.2,11/2/2021 0:00,112,SP04,Wilone O'Kielt,Delish
P08,99% Dark & Pure,Bars,2.47,G1,India,677,1672.19,8113,6440.81,12/23/2021 0:00,48,SP15,Kelci Walkden,Yummies
P04,Raspberry Choco,Bars,4.09,G5,Australia,20,81.8,287,205.2,4/12/2021 0:00,58,SP23,Van Tuxwell,Yummies
P04,Raspberry Choco,Bars,4.09,G3,Canada,978,4000.02,16625,12624.98,4/30/2021 0:00,302,SP14,Dotty Strutley,Delish
P17,Caramel Stuffed Bars,Bars,0.54,G3,Canada,1164,628.56,12796,12167.44,2/4/2021 0:00,179,SP02,Dennison Crosswaite,Yummies
P19,70% Dark Bites,Bites,4.97,G4,New Zealand,520,2584.4,11431,8846.6,11/26/2021 0:00,69,SP15,Kelci Walkden,Yummies
P11,After Nines,Bites,4.43,G5,Australia,807,3575.01,16947,13371.99,8/25/2021 0:00,6,SP20,Oby Sorrel,Jucies
P22,Peanut Butter Cubes,Bites,3.57,G2,USA,271,967.47,6223,5255.53,6/4/2021 0:00,134,SP22,Jehu Rudeforth,unkown
P20,Smooth Sliky Salty,Bars,2.97,G4,New Zealand,546,1621.62,9814,8192.38,4/22/2021 0:00,194,SP11,Husein Augar,Yummies
P18,Manuka Honey Choco,Other,4.75,G3,Canada,1211,5752.25,10899,5146.75,8/26/2021 0:00,58,SP02,Dennison Crosswaite,Yummies
P14,White Choc,Other,0.16,G6,UK,54,8.64,378,369.36,2/12/2021 0:00,104,SP25,Camilla Castle,Delish
P19,70% Dark Bites,Bites,4.97,G4,New Zealand,402,1997.94,9233,7235.06,4/23/2021 0:00,160,SP20,Oby Sorrel,Jucies
P20,Smooth Sliky Salty,Bars,2.97,G5,Australia,522,1550.34,8351,6800.66,12/31/2021 0:00,392,SP08,Ches Bonnell,unkown
P11,After Nines,Bites,4.43,G4,New Zealand,349,1546.07,7329,5782.93,12/17/2021 0:00,104,SP01,Barr Faughny,Yummies
P19,70% Dark Bites,Bites,4.97,G2,USA,117,581.49,2555,1973.51,9/2/2021 0:00,30,SP23,Van Tuxwell,Yummies
P13,85% Dark Bars,Bars,0.64,G2,USA,175,112,3311,3199,11/3/2021 0:00,123,SP09,Andria Kimpton,Jucies
P20,Smooth Sliky Salty,Bars,2.97,G2,USA,161,478.17,2737,2258.83,6/24/2021 0:00,206,SP02,Dennison Crosswaite,Yummies
P02,50% Dark Bites,Bites,2.57,G3,Canada,53,136.21,1421,1284.79,9/8/2021 0:00,218,SP07,Kaine Padly,Delish
P22,Peanut Butter Cubes,Bites,3.57,G3,Canada,150,535.5,3591,3055.5,4/29/2021 0:00,53,SP02,Dennison Crosswaite,Yummies
P09,Orange Choco,Bars,7.14,G6,UK,416,2970.24,3325,354.76,9/20/2021 0:00,147,SP25,Camilla Castle,Delish
P20,Smooth Sliky Salty,Bars,2.97,G1,India,398,1182.06,5957,4774.94,10/13/2021 0:00,47,SP18,Madelene Upcott,Jucies
P10,Spicy Special Slims,Bites,5.79,G1,India,444,2570.76,8869,6298.24,3/8/2021 0:00,254,SP17,Rafaelita Blaksland,unkown
P16,Organic Choco Syrup,Other,1.47,G1,India,2264,3328.08,15848,12519.92,7/22/2021 0:00,2,SP02,Dennison Crosswaite,Yummies
P13,85% Dark Bars,Bars,0.64,G5,Australia,402,257.28,8428,8170.72,7/28/2021 0:00,221,SP21,Mallorie Waber,unkown
P19,70% Dark Bites,Bites,4.97,G1,India,24,119.28,546,426.72,4/14/2021 0:00,292,SP21,Mallorie Waber,unkown
P22,Peanut Butter Cubes,Bites,3.57,G5,Australia,477,1702.89,11914,10211.11,8/11/2021 0:00,224,SP13,Jan Morforth,Delish
P12,Fruit & Nut Bars,Bars,1.58,G1,India,277,437.66,6902,6464.34,2/3/2021 0:00,80,SP14,Dotty Strutley,Delish
P03,Almond Choco,Bars,9.6,G6,UK,970,9312,10668,1356,9/20/2021 0:00,202,SP19,Beverie Moffet,Jucies
P03,Almond Choco,Bars,9.6,G5,Australia,774,7430.4,8505,1074.6,2/8/2021 0:00,101,SP06,Curtice Advani,Delish
P14,White Choc,Other,0.16,G2,USA,770,123.2,6160,6036.8,8/30/2021 0:00,126,SP12,Karlen McCaffrey,Yummies
P19,70% Dark Bites,Bites,4.97,G1,India,288,1431.36,6608,5176.64,1/14/2021 0:00,166,SP09,Andria Kimpton,Jucies
P03,Almond Choco,Bars,9.6,G1,India,714,6854.4,9282,2427.6,8/24/2021 0:00,206,SP22,Jehu Rudeforth,unkown
P19,70% Dark Bites,Bites,4.97,G6,UK,19,94.43,392,297.57,9/14/2021 0:00,307,SP19,Beverie Moffet,Jucies
P13,85% Dark Bars,Bars,0.64,G1,India,117,74.88,2555,2480.12,10/15/2021 0:00,39,SP15,Kelci Walkden,Yummies
P14,White Choc,Other,0.16,G5,Australia,1117,178.72,10052,9873.28,10/13/2021 0:00,214,SP15,Kelci Walkden,Yummies
P22,Peanut Butter Cubes,Bites,3.57,G2,USA,311,1110.27,6832,5721.73,10/7/2021 0:00,100,SP03,Gunar Cockshoot,Yummies
P03,Almond Choco,Bars,9.6,G3,Canada,569,5462.4,6258,795.6,9/9/2021 0:00,32,SP15,Kelci Walkden,Yummies
P05,Mint Chip Choco,Bars,1.54,G1,India,182,280.28,2898,2617.72,9/24/2021 0:00,17,SP03,Gunar Cockshoot,Yummies
P10,Spicy Special Slims,Bites,5.79,G5,Australia,228,1320.12,4102,2781.88,1/15/2021 0:00,106,SP04,Wilone O'Kielt,Delish
P07,Drinking Coco,Other,1.62,G3,Canada,215,348.3,4718,4369.7,2/10/2021 0:00,403,SP16,Marney O'Breen,Jucies
P05,Mint Chip Choco,Bars,1.54,G6,UK,938,1444.52,15946,14501.48,2/3/2021 0:00,352,SP17,Rafaelita Blaksland,unkown
P18,Manuka Honey Choco,Other,4.75,G3,Canada,145,688.75,1449,760.25,5/3/2021 0:00,425,SP25,Camilla Castle,Delish
P12,Fruit & Nut Bars,Bars,1.58,G5,Australia,73,115.34,1589,1473.66,1/29/2021 0:00,188,SP06,Curtice Advani,Delish
P16,Organic Choco Syrup,Other,1.47,G1,India,1089,1600.83,8708,7107.17,3/15/2021 0:00,167,SP08,Ches Bonnell,unkown
P08,99% Dark & Pure,Bars,2.47,G4,New Zealand,948,2341.56,13265,10923.44,3/19/2021 0:00,142,SP11,Husein Augar,Yummies
P21,Choco Coated Almonds,Bites,6.17,G2,USA,339,2091.63,5411,3319.37,9/2/2021 0:00,139,SP13,Jan Morforth,Delish
P20,Smooth Sliky Salty,Bars,2.97,G2,USA,399,1185.03,5971,4785.97,1/13/2021 0:00,51,SP06,Curtice Advani,Delish
P18,Manuka Honey Choco,Other,4.75,G1,India,179,850.25,1603,752.75,8/2/2021 0:00,337,SP25,Camilla Castle,Delish
P21,Choco Coated Almonds,Bites,6.17,G2,USA,828,5108.76,13244,8135.24,6/11/2021 0:00,208,SP18,Madelene Upcott,Jucies
P10,Spicy Special Slims,Bites,5.79,G1,India,41,237.39,686,448.61,11/24/2021 0:00,143,SP21,Mallorie Waber,unkown
P09,Orange Choco,Bars,7.14,G6,UK,251,1792.14,2002,209.86,8/31/2021 0:00,199,SP02,Dennison Crosswaite,Yummies
P21,Choco Coated Almonds,Bites,6.17,G3,Canada,124,765.08,1736,970.92,5/7/2021 0:00,108,SP20,Oby Sorrel,Jucies
P22,Peanut Butter Cubes,Bites,3.57,G2,USA,194,692.58,4641,3948.42,5/12/2021 0:00,128,SP10,Brien Boise,Jucies
P04,Raspberry Choco,Bars,4.09,G2,USA,228,932.52,3647,2714.48,5/3/2021 0:00,190,SP06,Curtice Advani,Delish
P04,Raspberry Choco,Bars,4.09,G6,UK,146,597.14,2618,2020.86,5/6/2021 0:00,168,SP09,Andria Kimpton,Jucies
P03,Almond Choco,Bars,9.6,G3,Canada,338,3244.8,3710,465.2,11/23/2021 0:00,153,SP25,Camilla Castle,Delish
P07,Drinking Coco,Other,1.62,G6,UK,369,597.78,8477,7879.22,12/15/2021 0:00,421,SP24,Roddy Speechley,Delish
P19,70% Dark Bites,Bites,4.97,G5,Australia,218,1083.46,4564,3480.54,2/12/2021 0:00,196,SP06,Curtice Advani,Delish
P20,Smooth Sliky Salty,Bars,2.97,G5,Australia,493,1464.21,8372,6907.79,7/20/2021 0:00,48,SP14,Dotty Strutley,Delish
P11,After Nines,Bites,4.43,G5,Australia,369,1634.67,7007,5372.33,5/13/2021 0:00,132,SP06,Curtice Advani,Delish
P06,Eclairs,Bites,2.24,G5,Australia,534,1196.16,9065,7868.84,3/4/2021 0:00,143,SP22,Jehu Rudeforth,unkown
P06,Eclairs,Bites,2.24,G2,USA,400,896,5593,4697,10/5/2021 0:00,199,SP02,Dennison Crosswaite,Yummies
P14,White Choc,Other,0.16,G1,India,205,32.8,1841,1808.2,8/2/2021 0:00,340,SP20,Oby Sorrel,Jucies
P14,White Choc,Other,0.16,G6,UK,490,78.4,3430,3351.6,10/29/2021 0:00,215,SP11,Husein Augar,Yummies
P12,Fruit & Nut Bars,Bars,1.58,G4,New Zealand,207,327.06,4550,4222.94,12/13/2021 0:00,25,SP21,Mallorie Waber,unkown
P15,Baker's Choco Chips,Bars,3.4,G1,India,237,805.8,5677,4871.2,5/5/2021 0:00,178,SP13,Jan Morforth,Delish
P17,Caramel Stuffed Bars,Bars,0.54,G1,India,119,64.26,1183,1118.74,5/28/2021 0:00,63,SP21,Mallorie Waber,unkown
P03,Almond Choco,Bars,9.6,G1,India,87,835.2,1043,207.8,11/8/2021 0:00,161,SP15,Kelci Walkden,Yummies
P03,Almond Choco,Bars,9.6,G4,New Zealand,393,3772.8,5103,1330.2,3/1/2021 0:00,307,SP04,Wilone O'Kielt,Delish
P11,After Nines,Bites,4.43,G5,Australia,17,75.31,357,281.69,9/7/2021 0:00,248,SP02,Dennison Crosswaite,Yummies
P11,After Nines,Bites,4.43,G1,India,98,434.14,2149,1714.86,9/9/2021 0:00,127,SP20,Oby Sorrel,Jucies
P14,White Choc,Other,0.16,G4,New Zealand,756,120.96,5292,5171.04,8/12/2021 0:00,131,SP25,Camilla Castle,Delish
P14,White Choc,Other,0.16,G5,Australia,310,49.6,3094,3044.4,6/9/2021 0:00,6,SP22,Jehu Rudeforth,unkown
P15,Baker's Choco Chips,Bars,3.4,G3,Canada,349,1186.6,8365,7178.4,2/19/2021 0:00,100,SP18,Madelene Upcott,Jucies
P03,Almond Choco,Bars,9.6,G2,USA,401,3849.6,5607,1757.4,2/19/2021 0:00,59,SP02,Dennison Crosswaite,Yummies
P09,Orange Choco,Bars,7.14,G3,Canada,750,5355,5999,644,4/2/2021 0:00,42,SP19,Beverie Moffet,Jucies
P09,Orange Choco,Bars,7.14,G6,UK,762,5440.68,8379,2938.32,8/19/2021 0:00,12,SP22,Jehu Rudeforth,unkown
P14,White Choc,Other,0.16,G5,Australia,626,100.16,6251,6150.84,2/4/2021 0:00,46,SP08,Ches Bonnell,unkown
P11,After Nines,Bites,4.43,G2,USA,161,713.23,3045,2331.77,10/13/2021 0:00,163,SP02,Dennison Crosswaite,Yummies
P11,After Nines,Bites,4.43,G2,USA,60,265.8,1246,980.2,5/18/2021 0:00,397,SP21,Mallorie Waber,unkown
P09,Orange Choco,Bars,7.14,G4,New Zealand,455,3248.7,4550,1301.3,7/5/2021 0:00,425,SP03,Gunar Cockshoot,Yummies
P17,Caramel Stuffed Bars,Bars,0.54,G1,India,310,167.4,3717,3549.6,8/30/2021 0:00,428,SP17,Rafaelita Blaksland,unkown
